food_type,base_safe_time,temperature_c,humidity_percent,time_since_cooked_min,packaging_type,sun_exposure,quantity_kg,safe_minutes_remaining
salad_cut_fruits,70,33.4,38.2,115,sealed,indoor_ac,7.8,0.0
paneer_dish,95,26.9,39.8,66,sealed,outdoor_shaded,15.6,11.1
salad_cut_fruits,70,35.4,67.4,103,semi_covered,outdoor_shaded,24.9,0.0
milk_based_dessert,55,40.1,54.8,140,sealed,indoor_no_ac,13.0,0.0
bakery_cake,85,26.0,85.9,47,semi_covered,indoor_no_ac,11.0,0.0
fried_snacks,140,26.1,82.9,12,semi_covered,outdoor_direct_sun,12.9,51.3
pasta,105,33.8,35.5,99,sealed,outdoor_direct_sun,13.3,0.0
noodles,110,40.9,35.9,90,sealed,indoor_ac,22.6,0.0
pizza,95,38.0,75.5,25,open,outdoor_shaded,7.2,0.0
noodles,110,39.3,89.4,137,sealed,indoor_no_ac,10.6,0.0
rice_meal,120,29.8,68.8,48,semi_covered,outdoor_shaded,21.7,9.6
paneer_dish,95,33.8,35.0,126,open,outdoor_direct_sun,15.1,0.0
rice_meal,120,36.5,77.4,95,open,indoor_ac,16.5,0.0
noodles,110,25.9,82.8,126,open,indoor_no_ac,22.4,0.0
dairy_sweets,60,24.8,38.0,103,semi_covered,outdoor_shaded,17.1,0.0
fried_snacks,140,41.8,78.8,28,open,indoor_ac,12.4,7.4
dairy_sweets,60,25.2,71.2,125,sealed,indoor_no_ac,17.2,0.0
bread_items,170,33.8,52.6,126,semi_covered,outdoor_shaded,9.8,0.0
fish_curry,80,31.2,65.0,136,open,indoor_no_ac,23.5,0.0
bakery_cake,85,33.1,57.5,15,open,outdoor_direct_sun,11.0,0.0
fish_curry,80,36.8,54.1,143,sealed,indoor_ac,10.9,0.0
bread_items,170,38.4,94.7,58,semi_covered,indoor_no_ac,3.9,47.1
chicken_curry,90,28.4,46.7,73,semi_covered,outdoor_direct_sun,3.5,0.0
dairy_sweets,60,34.0,93.4,124,open,outdoor_shaded,3.7,0.0
dairy_sweets,60,33.6,41.6,116,semi_covered,indoor_no_ac,14.8,0.0
fried_snacks,140,33.1,58.6,72,open,indoor_no_ac,18.1,0.0
raw_vegetable_salad,75,35.3,78.4,27,open,indoor_no_ac,3.3,0.0
salad_cut_fruits,70,28.9,59.4,111,semi_covered,outdoor_direct_sun,23.0,0.0
bakery_cake,85,30.0,63.6,114,open,indoor_no_ac,13.9,0.0
paneer_dish,95,30.7,66.9,68,sealed,indoor_no_ac,9.4,0.0
dry_food_roti,180,36.9,90.0,58,sealed,outdoor_shaded,19.0,36.3
dairy_sweets,60,27.7,45.8,62,open,indoor_ac,13.2,0.0
dairy_sweets,60,32.5,92.1,51,semi_covered,outdoor_shaded,4.2,0.0
raw_vegetable_salad,75,27.6,89.6,22,sealed,outdoor_shaded,6.1,0.0
dairy_sweets,60,41.3,57.5,109,open,outdoor_shaded,8.9,0.0
milk_based_dessert,55,41.2,41.6,94,semi_covered,outdoor_shaded,12.9,0.0
raw_vegetable_salad,75,28.1,66.2,90,open,indoor_ac,12.7,0.0
fried_rice,125,41.2,77.5,34,semi_covered,outdoor_shaded,15.7,2.4
bread_items,170,27.8,36.1,72,semi_covered,indoor_no_ac,13.0,66.5
raw_vegetable_salad,75,34.5,59.8,40,semi_covered,indoor_ac,24.1,0.0
dal,110,38.3,43.4,71,open,outdoor_direct_sun,8.3,0.0
fish_curry,80,31.3,94.1,54,sealed,outdoor_direct_sun,19.0,0.0
biryani,115,31.8,46.8,9,sealed,outdoor_shaded,7.1,80.0
dry_food_roti,180,39.6,86.5,43,open,indoor_ac,10.6,50.6
bread_items,170,25.8,56.3,130,semi_covered,indoor_ac,19.7,0.0
salad_cut_fruits,70,36.7,35.4,138,open,outdoor_shaded,13.1,0.0
salad_cut_fruits,70,40.9,81.5,139,sealed,indoor_no_ac,19.7,0.0
salad_cut_fruits,70,28.6,91.1,77,open,indoor_no_ac,19.3,0.0
samosa_kachori,135,24.4,66.4,40,sealed,outdoor_direct_sun,24.5,45.9
salad_cut_fruits,70,41.6,43.1,128,sealed,indoor_ac,21.9,0.0
samosa_kachori,135,35.0,64.5,26,open,indoor_no_ac,6.3,47.6
fried_snacks,140,41.5,47.5,51,semi_covered,outdoor_direct_sun,9.6,18.6
samosa_kachori,135,34.9,94.3,33,open,outdoor_direct_sun,12.8,17.5
pasta,105,25.2,60.9,95,sealed,indoor_ac,8.7,0.0
bread_items,170,31.5,79.4,45,semi_covered,indoor_no_ac,12.2,64.6
bread_items,170,25.4,61.8,113,open,indoor_no_ac,14.9,0.6
fried_rice,125,38.6,52.0,53,semi_covered,outdoor_direct_sun,14.1,0.0
samosa_kachori,135,32.5,41.7,87,semi_covered,outdoor_shaded,22.0,0.0
dal,110,34.8,51.8,14,sealed,indoor_ac,13.7,65.8
bakery_cake,85,26.7,75.1,93,sealed,indoor_no_ac,12.7,0.0
samosa_kachori,135,26.0,40.2,15,semi_covered,indoor_no_ac,12.7,77.3
samosa_kachori,135,27.6,93.1,129,sealed,indoor_no_ac,14.0,0.0
pizza,95,33.1,65.4,123,open,indoor_no_ac,11.3,0.0
dairy_sweets,60,40.9,64.0,143,semi_covered,outdoor_direct_sun,13.6,0.0
raw_vegetable_salad,75,29.9,65.6,112,open,indoor_no_ac,20.8,0.0
milk_based_dessert,55,39.9,38.2,34,sealed,indoor_ac,8.0,0.0
noodles,110,42.0,84.3,59,sealed,indoor_ac,14.3,0.0
dal,110,30.8,91.2,80,open,indoor_ac,22.5,0.0
raw_vegetable_salad,75,34.9,71.7,114,semi_covered,outdoor_shaded,17.1,0.0
fish_curry,80,38.3,41.4,9,open,outdoor_shaded,6.2,0.0
bread_items,170,30.9,68.8,44,sealed,indoor_ac,19.0,76.1
dry_food_roti,180,30.5,66.0,70,open,outdoor_direct_sun,9.5,12.9
pizza,95,27.7,63.8,136,open,indoor_ac,18.4,0.0
fried_snacks,140,39.2,93.0,115,semi_covered,indoor_no_ac,10.8,0.0
curry_gravy,100,27.7,92.2,21,open,indoor_no_ac,24.1,0.0
biryani,115,32.7,53.6,69,open,outdoor_shaded,15.5,0.0
rice_meal,120,34.2,48.0,79,semi_covered,indoor_ac,7.2,5.9
dairy_sweets,60,27.8,84.5,88,open,indoor_ac,23.8,0.0
paneer_dish,95,39.1,77.5,68,semi_covered,outdoor_shaded,17.8,0.0
rice_meal,120,29.7,74.1,37,open,indoor_ac,14.6,11.2
dal,110,33.8,38.9,90,open,indoor_no_ac,19.7,0.0
fish_curry,80,38.3,59.2,15,open,outdoor_direct_sun,21.2,0.0
dry_food_roti,180,24.7,61.1,45,semi_covered,indoor_no_ac,11.2,86.5
paneer_dish,95,24.6,60.1,135,open,indoor_no_ac,11.4,0.0
pizza,95,37.9,76.1,72,open,outdoor_shaded,20.8,0.0
dry_food_roti,180,31.5,85.2,109,semi_covered,indoor_ac,20.7,0.0
raw_vegetable_salad,75,36.3,87.6,137,open,outdoor_direct_sun,8.9,0.0
milk_based_dessert,55,28.2,85.5,138,sealed,indoor_ac,8.5,0.0
pizza,95,37.1,50.7,105,sealed,outdoor_direct_sun,22.7,0.0
pizza,95,39.2,51.1,74,semi_covered,outdoor_direct_sun,4.6,0.0
fish_curry,80,24.2,65.3,72,semi_covered,outdoor_shaded,8.3,0.0
dairy_sweets,60,40.7,70.7,135,semi_covered,outdoor_direct_sun,4.7,0.0
curry_gravy,100,40.8,75.3,22,open,outdoor_shaded,11.1,0.0
dal,110,37.5,35.8,45,semi_covered,outdoor_direct_sun,16.9,8.3
pizza,95,37.0,67.2,34,semi_covered,indoor_ac,12.0,3.9
curry_gravy,100,38.7,74.9,124,semi_covered,outdoor_shaded,10.1,0.0
dal,110,29.1,86.3,95,sealed,indoor_ac,18.7,0.0
curry_gravy,100,39.4,90.0,31,semi_covered,indoor_no_ac,9.6,0.0
biryani,115,32.7,93.4,131,open,indoor_ac,9.4,0.0
milk_based_dessert,55,41.3,86.6,148,sealed,outdoor_direct_sun,13.2,0.0
samosa_kachori,135,38.0,43.5,60,open,indoor_no_ac,10.8,0.0
raw_vegetable_salad,75,30.8,55.7,70,semi_covered,outdoor_direct_sun,14.3,0.0
bread_items,170,34.9,54.8,149,semi_covered,indoor_no_ac,13.3,0.0
rice_meal,120,36.8,36.1,54,semi_covered,indoor_no_ac,3.6,23.1
fish_curry,80,25.9,85.2,138,open,indoor_ac,20.2,0.0
samosa_kachori,135,24.8,73.5,120,sealed,outdoor_direct_sun,16.3,0.0
fried_rice,125,26.1,37.6,85,semi_covered,outdoor_direct_sun,9.8,1.6
fish_curry,80,40.0,49.3,93,open,indoor_ac,18.9,0.0
bakery_cake,85,37.2,44.4,28,open,indoor_ac,12.0,1.7
dry_food_roti,180,24.0,83.1,39,open,indoor_ac,16.5,52.5
fried_snacks,140,25.6,37.7,13,sealed,outdoor_shaded,4.0,97.5
bread_items,170,31.6,77.5,57,open,indoor_ac,10.5,32.2
raw_vegetable_salad,75,40.8,79.1,63,semi_covered,outdoor_shaded,11.1,0.0
dal,110,35.1,48.3,70,sealed,indoor_ac,23.7,5.9
bread_items,170,24.7,87.9,35,open,indoor_ac,3.5,60.1
rice_meal,120,38.0,83.6,132,open,outdoor_direct_sun,12.1,0.0
salad_cut_fruits,70,39.5,64.7,108,sealed,outdoor_shaded,23.1,0.0
samosa_kachori,135,28.9,38.9,94,sealed,indoor_ac,17.1,17.0
bakery_cake,85,40.4,60.5,75,open,outdoor_direct_sun,11.8,0.0
salad_cut_fruits,70,29.1,67.5,130,sealed,outdoor_direct_sun,22.9,0.0
dairy_sweets,60,34.1,60.4,67,open,outdoor_shaded,18.1,0.0
raw_vegetable_salad,75,39.2,74.5,102,sealed,indoor_no_ac,4.0,0.0
bread_items,170,35.0,58.9,47,sealed,indoor_no_ac,5.1,87.9
biryani,115,24.7,53.4,27,open,indoor_no_ac,21.3,32.0
samosa_kachori,135,28.5,61.7,60,sealed,outdoor_shaded,18.5,30.8
milk_based_dessert,55,33.5,75.8,83,semi_covered,indoor_ac,5.4,0.0
chicken_curry,90,34.3,58.7,12,semi_covered,indoor_no_ac,20.9,18.3
chicken_curry,90,28.7,44.7,37,sealed,indoor_no_ac,22.4,20.4
curry_gravy,100,30.3,44.7,91,sealed,outdoor_direct_sun,14.8,0.0
curry_gravy,100,24.3,83.6,150,open,outdoor_shaded,13.4,0.0
dal,110,36.5,89.5,48,open,indoor_no_ac,17.5,0.0
fish_curry,80,36.5,69.4,12,open,outdoor_shaded,11.1,0.0
chicken_curry,90,36.1,94.0,23,semi_covered,indoor_ac,23.4,0.0
biryani,115,37.2,67.4,124,semi_covered,outdoor_shaded,13.5,0.0
samosa_kachori,135,30.6,39.7,135,sealed,outdoor_direct_sun,17.2,0.0
fish_curry,80,27.5,68.8,75,open,indoor_no_ac,22.2,0.0
paneer_dish,95,26.8,78.1,135,sealed,outdoor_shaded,14.5,0.0
milk_based_dessert,55,34.3,37.4,81,semi_covered,indoor_no_ac,9.4,0.0
pizza,95,32.4,73.3,136,open,outdoor_direct_sun,21.6,0.0
samosa_kachori,135,41.1,58.6,103,sealed,indoor_ac,13.1,0.0
samosa_kachori,135,32.3,77.5,29,sealed,indoor_no_ac,8.1,52.0
pizza,95,24.2,51.2,146,open,indoor_ac,18.9,0.0
fried_snacks,140,34.5,66.7,45,sealed,outdoor_direct_sun,14.4,32.7
dairy_sweets,60,38.5,75.7,118,open,outdoor_shaded,15.5,0.0
curry_gravy,100,33.6,89.1,82,sealed,outdoor_direct_sun,14.5,0.0
bakery_cake,85,24.8,78.3,83,semi_covered,outdoor_shaded,24.4,0.0
fried_snacks,140,36.8,49.9,52,sealed,indoor_ac,17.0,47.4
chicken_curry,90,41.4,89.8,25,sealed,indoor_ac,4.7,8.5
fried_snacks,140,40.6,52.2,75,sealed,indoor_no_ac,24.7,18.1
noodles,110,26.5,35.0,136,semi_covered,indoor_ac,13.6,0.0
dry_food_roti,180,30.9,43.6,97,open,indoor_ac,5.5,32.2
dairy_sweets,60,24.3,53.6,34,semi_covered,indoor_ac,16.2,0.0
dry_food_roti,180,26.4,62.6,116,sealed,outdoor_direct_sun,22.5,7.5
fried_snacks,140,38.6,45.2,103,semi_covered,indoor_no_ac,24.7,0.0
bread_items,170,30.8,85.5,70,semi_covered,indoor_ac,4.5,42.5
dry_food_roti,180,39.4,51.9,144,semi_covered,outdoor_shaded,10.6,0.0
dairy_sweets,60,26.5,53.7,59,semi_covered,outdoor_direct_sun,16.2,0.0
dry_food_roti,180,32.7,35.7,102,sealed,outdoor_shaded,22.4,23.9
pasta,105,29.3,70.0,5,sealed,indoor_no_ac,9.7,47.8
salad_cut_fruits,70,35.4,48.6,57,semi_covered,indoor_no_ac,15.6,0.0
bread_items,170,30.2,76.2,5,semi_covered,indoor_ac,7.2,106.4
bread_items,170,25.0,58.7,99,semi_covered,outdoor_direct_sun,5.2,41.6
fried_snacks,140,32.2,81.9,125,semi_covered,outdoor_shaded,19.4,0.0
fried_rice,125,24.1,50.5,8,semi_covered,outdoor_direct_sun,23.6,66.6
dairy_sweets,60,38.4,65.5,56,open,outdoor_direct_sun,15.7,0.0
pizza,95,31.7,87.8,96,semi_covered,indoor_no_ac,17.8,0.0
chicken_curry,90,30.1,39.1,45,open,indoor_ac,16.1,1.5
bread_items,170,39.5,90.4,57,sealed,outdoor_shaded,14.0,37.4
salad_cut_fruits,70,24.7,61.6,48,open,indoor_ac,10.4,0.0
milk_based_dessert,55,25.8,56.6,142,open,indoor_ac,13.1,0.0
dry_food_roti,180,38.2,41.6,126,sealed,outdoor_direct_sun,6.7,12.8
samosa_kachori,135,34.8,36.3,27,sealed,outdoor_direct_sun,10.7,61.6
dal,110,28.4,73.0,99,semi_covered,outdoor_shaded,23.6,0.0
dal,110,41.8,46.8,139,sealed,outdoor_shaded,24.2,0.0
salad_cut_fruits,70,40.2,39.1,87,sealed,outdoor_direct_sun,13.5,0.0
paneer_dish,95,25.3,78.3,131,open,indoor_no_ac,21.3,0.0
biryani,115,32.4,47.5,122,open,outdoor_shaded,11.8,0.0
dairy_sweets,60,32.2,63.7,110,open,outdoor_direct_sun,17.2,0.0
bread_items,170,36.7,72.2,57,sealed,outdoor_direct_sun,20.8,37.9
dal,110,34.5,62.6,111,sealed,indoor_no_ac,16.8,0.0
paneer_dish,95,41.7,50.1,46,sealed,indoor_ac,19.1,0.0
chicken_curry,90,38.2,79.8,149,sealed,indoor_ac,22.4,0.0
curry_gravy,100,33.4,42.8,5,sealed,outdoor_direct_sun,16.6,35.9
bread_items,170,39.8,63.8,64,open,indoor_no_ac,23.6,27.7
noodles,110,36.7,63.1,96,open,indoor_ac,16.0,0.0
bread_items,170,26.6,50.7,114,sealed,outdoor_direct_sun,22.7,19.9
fried_rice,125,39.2,77.8,25,open,outdoor_direct_sun,4.7,0.0
pizza,95,40.0,73.8,100,semi_covered,indoor_ac,19.6,0.0
samosa_kachori,135,26.3,77.9,146,open,indoor_no_ac,19.3,0.0
fish_curry,80,28.0,35.3,83,open,indoor_ac,13.0,0.0
paneer_dish,95,41.9,49.7,16,sealed,indoor_no_ac,25.0,7.0
dal,110,31.0,89.3,25,semi_covered,outdoor_direct_sun,3.3,7.5
curry_gravy,100,31.8,69.7,142,semi_covered,indoor_ac,23.3,0.0
pizza,95,37.7,92.8,65,open,outdoor_direct_sun,21.3,0.0
dry_food_roti,180,27.9,66.7,101,open,indoor_ac,14.9,6.7
dry_food_roti,180,32.1,69.7,117,open,outdoor_direct_sun,4.3,0.0
fish_curry,80,41.0,89.4,125,open,outdoor_direct_sun,21.5,0.0
dry_food_roti,180,41.6,68.9,39,semi_covered,indoor_ac,16.4,85.2
fried_rice,125,32.4,66.4,102,sealed,outdoor_direct_sun,16.9,0.0
dry_food_roti,180,25.7,89.0,81,open,indoor_ac,5.5,14.1
rice_meal,120,24.0,54.2,121,open,outdoor_shaded,9.8,0.0
salad_cut_fruits,70,40.8,52.0,148,open,indoor_no_ac,7.2,0.0
rice_meal,120,40.4,71.9,91,semi_covered,indoor_ac,17.2,0.0
chicken_curry,90,33.1,94.1,12,open,indoor_no_ac,14.3,0.0
fish_curry,80,27.3,50.8,120,sealed,indoor_no_ac,14.6,0.0
milk_based_dessert,55,31.3,72.8,46,semi_covered,indoor_ac,18.3,0.0
bread_items,170,34.8,41.7,57,sealed,outdoor_direct_sun,14.7,59.6
fried_rice,125,39.6,35.6,138,open,outdoor_direct_sun,17.5,0.0
bakery_cake,85,38.3,42.0,134,open,indoor_no_ac,4.2,0.0
dairy_sweets,60,24.8,60.7,26,open,indoor_no_ac,21.5,0.0
fish_curry,80,28.0,70.8,95,sealed,indoor_ac,4.6,0.0
biryani,115,27.6,48.3,49,semi_covered,outdoor_shaded,10.6,19.1
pizza,95,39.8,55.6,38,open,indoor_no_ac,22.8,0.0
curry_gravy,100,32.2,74.6,139,sealed,outdoor_shaded,22.7,0.0
fish_curry,80,34.2,53.7,106,sealed,outdoor_shaded,16.3,0.0
dairy_sweets,60,30.1,66.1,65,semi_covered,indoor_ac,24.4,0.0
raw_vegetable_salad,75,38.1,47.1,102,semi_covered,outdoor_direct_sun,12.5,0.0
dal,110,29.3,93.9,92,sealed,outdoor_direct_sun,21.3,0.0
milk_based_dessert,55,35.2,59.7,29,semi_covered,outdoor_shaded,13.7,0.0
fried_rice,125,30.7,81.9,123,sealed,outdoor_direct_sun,4.4,0.0
bread_items,170,31.0,38.0,150,open,outdoor_direct_sun,11.7,0.0
milk_based_dessert,55,38.3,37.9,69,sealed,indoor_no_ac,4.3,0.0
chicken_curry,90,24.7,51.2,69,semi_covered,outdoor_direct_sun,22.4,0.0
samosa_kachori,135,31.7,53.1,82,sealed,outdoor_shaded,20.7,2.0
pizza,95,35.7,89.2,68,semi_covered,indoor_ac,14.9,0.0
paneer_dish,95,34.5,46.6,120,semi_covered,indoor_ac,11.5,0.0
fried_rice,125,30.5,60.1,21,semi_covered,indoor_ac,19.8,53.0
chicken_curry,90,37.5,93.4,5,sealed,outdoor_direct_sun,15.5,0.0
salad_cut_fruits,70,35.5,67.1,69,open,outdoor_direct_sun,21.1,0.0
biryani,115,33.5,72.7,7,open,indoor_no_ac,12.4,32.2
dry_food_roti,180,39.5,38.2,36,open,indoor_no_ac,4.1,89.2
fish_curry,80,35.3,65.7,142,sealed,outdoor_direct_sun,16.6,0.0
fish_curry,80,36.6,91.5,93,open,indoor_no_ac,21.5,0.0
biryani,115,37.6,81.0,83,sealed,outdoor_shaded,4.4,0.0
dry_food_roti,180,27.7,82.9,111,semi_covered,outdoor_direct_sun,22.9,10.5
dry_food_roti,180,41.6,60.2,102,semi_covered,indoor_no_ac,12.4,5.4
rice_meal,120,41.3,66.2,55,sealed,indoor_no_ac,7.3,7.0
bakery_cake,85,29.8,84.0,12,open,outdoor_shaded,19.3,0.0
fried_snacks,140,25.5,60.0,22,open,outdoor_shaded,13.5,59.0
samosa_kachori,135,38.6,56.7,41,sealed,indoor_ac,11.4,49.4
pizza,95,41.1,70.0,99,semi_covered,outdoor_direct_sun,24.4,0.0
chicken_curry,90,24.5,85.8,61,open,outdoor_shaded,23.1,0.0
chicken_curry,90,25.2,52.2,98,semi_covered,indoor_no_ac,20.1,0.0
biryani,115,26.5,63.3,118,semi_covered,indoor_no_ac,15.7,0.0
fried_rice,125,30.3,67.2,104,open,outdoor_direct_sun,6.1,0.0
pizza,95,24.5,42.0,24,open,indoor_ac,23.1,15.1
raw_vegetable_salad,75,36.4,68.4,83,sealed,indoor_no_ac,17.2,0.0
noodles,110,24.0,81.5,63,sealed,indoor_ac,3.9,6.8
dairy_sweets,60,41.7,89.7,40,semi_covered,indoor_ac,15.0,0.0
dry_food_roti,180,38.5,47.9,108,open,outdoor_shaded,19.5,0.0
samosa_kachori,135,33.6,67.1,63,open,outdoor_shaded,13.8,0.0
fried_rice,125,33.9,48.0,63,sealed,outdoor_direct_sun,20.1,0.0
paneer_dish,95,28.1,41.9,43,sealed,indoor_ac,12.7,40.3
curry_gravy,100,35.2,60.6,88,semi_covered,indoor_ac,6.7,0.0
bread_items,170,35.3,60.0,137,semi_covered,indoor_ac,3.2,0.0
dal,110,32.5,82.5,56,semi_covered,indoor_ac,3.3,0.0
fish_curry,80,36.3,77.8,141,semi_covered,outdoor_direct_sun,9.8,0.0
fried_rice,125,36.2,35.5,35,semi_covered,indoor_no_ac,21.1,13.4
raw_vegetable_salad,75,27.0,37.8,110,open,outdoor_direct_sun,16.8,0.0
pasta,105,36.0,36.3,150,open,outdoor_shaded,3.6,0.0
pasta,105,40.7,83.3,74,sealed,outdoor_shaded,19.0,0.0
dry_food_roti,180,25.4,51.6,89,open,outdoor_direct_sun,8.2,16.5
fried_snacks,140,41.9,84.7,102,semi_covered,outdoor_direct_sun,24.5,0.0
samosa_kachori,135,36.6,62.2,79,sealed,outdoor_shaded,8.2,2.6
samosa_kachori,135,34.0,81.4,94,sealed,outdoor_shaded,6.1,0.0
bakery_cake,85,33.1,59.4,67,open,outdoor_shaded,22.6,0.0
fried_snacks,140,38.6,75.0,9,open,outdoor_shaded,23.8,34.4
fish_curry,80,29.9,74.8,71,sealed,outdoor_direct_sun,11.0,0.0
fried_rice,125,33.6,46.2,76,open,indoor_ac,7.3,0.0
salad_cut_fruits,70,35.3,90.1,89,semi_covered,outdoor_direct_sun,3.0,0.0
noodles,110,34.5,87.0,140,open,outdoor_direct_sun,10.1,0.0
dry_food_roti,180,39.3,45.3,146,open,outdoor_shaded,14.1,0.0
raw_vegetable_salad,75,41.0,81.0,33,sealed,outdoor_shaded,13.1,0.0
pasta,105,41.3,38.6,125,open,outdoor_direct_sun,11.9,0.0
bread_items,170,40.2,90.3,83,semi_covered,outdoor_shaded,4.5,0.0
pasta,105,24.6,56.0,52,open,indoor_no_ac,5.8,0.0
fried_rice,125,34.9,50.0,42,open,indoor_ac,19.6,22.2
curry_gravy,100,36.8,55.3,45,open,indoor_ac,17.4,0.0
paneer_dish,95,38.9,42.3,74,sealed,indoor_no_ac,11.2,0.0
raw_vegetable_salad,75,36.7,50.6,42,semi_covered,indoor_ac,18.6,0.0
fried_snacks,140,38.2,86.2,63,sealed,indoor_ac,20.0,18.8
chicken_curry,90,39.0,61.8,55,semi_covered,indoor_ac,11.9,0.0
chicken_curry,90,27.5,82.1,110,semi_covered,outdoor_direct_sun,16.0,0.0
noodles,110,36.9,85.0,79,sealed,outdoor_shaded,17.8,0.0
curry_gravy,100,25.0,76.0,116,open,indoor_no_ac,18.4,0.0
pizza,95,39.3,38.5,125,sealed,outdoor_shaded,22.3,0.0
pasta,105,40.2,52.8,22,sealed,outdoor_shaded,6.1,31.6
fried_snacks,140,37.8,60.5,134,semi_covered,outdoor_direct_sun,13.5,0.0
noodles,110,27.0,38.4,108,sealed,indoor_no_ac,3.5,0.0
bakery_cake,85,35.0,92.6,122,semi_covered,indoor_ac,4.4,0.0
fried_rice,125,31.1,36.7,138,semi_covered,outdoor_shaded,20.7,0.0
dry_food_roti,180,25.4,56.1,91,sealed,indoor_no_ac,23.8,50.7
pasta,105,33.5,40.2,141,open,outdoor_direct_sun,22.3,0.0
pasta,105,37.3,93.4,80,semi_covered,outdoor_shaded,20.3,0.0
dry_food_roti,180,25.9,80.1,33,open,outdoor_direct_sun,11.4,56.6
pizza,95,41.3,42.5,75,open,outdoor_direct_sun,18.7,0.0
milk_based_dessert,55,28.1,37.1,23,sealed,outdoor_direct_sun,24.8,0.0
fried_rice,125,30.2,50.9,19,sealed,indoor_ac,14.3,86.5
fried_snacks,140,31.0,64.7,93,sealed,outdoor_direct_sun,16.5,0.0
fried_rice,125,34.3,86.7,101,semi_covered,indoor_ac,18.6,0.0
chicken_curry,90,33.4,38.6,77,sealed,indoor_ac,3.5,0.0
fish_curry,80,33.8,36.7,42,semi_covered,outdoor_direct_sun,12.0,0.0
pizza,95,26.4,50.4,121,sealed,indoor_ac,3.2,0.0
rice_meal,120,39.4,39.9,143,sealed,indoor_no_ac,6.0,0.0
salad_cut_fruits,70,35.2,56.0,102,semi_covered,outdoor_shaded,5.5,0.0
milk_based_dessert,55,34.5,81.4,18,sealed,outdoor_direct_sun,4.1,0.0
rice_meal,120,36.5,47.1,144,sealed,indoor_no_ac,9.5,0.0
salad_cut_fruits,70,36.6,79.3,142,semi_covered,indoor_no_ac,23.4,0.0
noodles,110,31.4,40.2,89,sealed,outdoor_shaded,5.4,0.0
raw_vegetable_salad,75,32.0,87.0,40,sealed,outdoor_shaded,6.5,0.0
dry_food_roti,180,28.6,48.7,147,sealed,indoor_no_ac,24.3,0.0
curry_gravy,100,35.0,90.0,108,sealed,outdoor_shaded,14.0,0.0
rice_meal,120,24.8,54.5,130,sealed,indoor_no_ac,14.1,0.0
fish_curry,80,31.5,72.4,19,open,outdoor_shaded,24.0,0.0
curry_gravy,100,31.0,51.5,93,semi_covered,outdoor_shaded,8.6,0.0
dal,110,40.2,88.3,34,semi_covered,indoor_no_ac,4.3,11.9
fried_snacks,140,26.7,71.9,94,semi_covered,indoor_ac,13.1,0.4
chicken_curry,90,30.0,87.0,84,open,indoor_ac,13.9,0.0
milk_based_dessert,55,31.0,60.7,13,semi_covered,outdoor_direct_sun,4.1,0.0
biryani,115,33.6,83.3,127,open,outdoor_direct_sun,24.0,0.0
pizza,95,41.4,46.8,93,open,outdoor_shaded,19.3,0.0
paneer_dish,95,29.5,63.9,94,sealed,outdoor_shaded,12.6,0.0
curry_gravy,100,41.9,71.5,34,sealed,outdoor_direct_sun,22.9,0.0
bread_items,170,32.6,58.6,23,semi_covered,indoor_ac,17.5,85.5
fried_rice,125,25.5,39.5,65,open,indoor_no_ac,17.9,8.2
salad_cut_fruits,70,33.9,91.4,140,sealed,indoor_no_ac,5.8,0.0
fried_snacks,140,24.4,61.0,18,open,indoor_no_ac,19.5,55.0
samosa_kachori,135,38.7,36.5,94,semi_covered,indoor_no_ac,7.9,0.0
raw_vegetable_salad,75,36.3,84.6,87,sealed,indoor_ac,4.7,0.0
fried_rice,125,34.1,63.8,77,open,outdoor_direct_sun,20.8,0.0
bread_items,170,30.7,40.3,115,sealed,outdoor_shaded,3.4,20.4
bread_items,170,33.2,45.3,7,semi_covered,indoor_ac,22.3,121.1
bread_items,170,24.2,38.6,77,sealed,indoor_ac,12.0,67.2
raw_vegetable_salad,75,28.7,82.2,102,open,indoor_no_ac,22.8,0.0
chicken_curry,90,41.5,60.8,16,open,indoor_ac,22.8,0.0
chicken_curry,90,32.6,50.0,19,semi_covered,indoor_ac,22.1,27.9
fried_rice,125,35.1,93.0,81,open,outdoor_direct_sun,18.3,0.0
chicken_curry,90,28.6,56.8,24,open,outdoor_direct_sun,20.0,0.0
milk_based_dessert,55,36.3,39.3,62,open,outdoor_shaded,6.4,0.0
fried_rice,125,27.4,36.9,38,semi_covered,outdoor_direct_sun,7.0,54.5
biryani,115,30.9,69.6,116,semi_covered,indoor_no_ac,22.2,0.0
biryani,115,35.5,57.9,134,semi_covered,indoor_no_ac,4.2,0.0
dairy_sweets,60,32.3,79.1,83,sealed,indoor_ac,24.5,0.0
fish_curry,80,38.6,92.6,47,open,outdoor_direct_sun,23.0,0.0
salad_cut_fruits,70,31.6,89.5,51,open,outdoor_direct_sun,16.3,0.0
samosa_kachori,135,41.0,52.0,146,sealed,outdoor_direct_sun,5.7,0.0
rice_meal,120,30.8,81.7,9,semi_covered,indoor_no_ac,9.6,52.7
fried_rice,125,31.9,81.1,69,semi_covered,indoor_ac,14.0,6.8
milk_based_dessert,55,38.2,90.5,125,semi_covered,indoor_ac,23.8,0.0
pasta,105,27.3,63.1,69,sealed,outdoor_direct_sun,12.7,0.0
fried_snacks,140,26.5,80.8,16,semi_covered,outdoor_shaded,23.8,61.7
